legacy_project_id,legacy_parent_id,name,short_name,project_environment,legacy_company_id,legacy_company_name,legacy_specialty_type_id,specialty_type_name,legacy_price_method,business_nature,detail_address,project_profile,project_area,legacy_is_shared_base,legacy_sort,legacy_attachment_ref,project_overview,legacy_project_nature,legacy_is_material_library,other_system_id,other_system_code
2adfc1940c6446e5b5db0f0e3339eeff,17658762111070000,东湖街道老旧街区改造城市更新项目（一期）-秦岭山路（黄河路-玉泉路）提升改造工程,,,1,四川保盛建设集团有限公司,390001,房建工程,1,联营,,,,1,,007780365ad41b762f96451a57034656,,,,238988,17659359493110000
2afee25a79664b53a6a8a8740bcf6d4b,10756,博雅学校小学部1号楼屋面装饰改造功能用房采购项目施工合同,,正式项目,1,四川保盛建设集团有限公司,9430001,装饰装修,1,联营,,,,0,561,b24b5163a76145cbbb027fa1f1e77eb0,,,,109468,16982984886330001
2b26ad9411f0477886faff502f0d606d,10319,广元龙江电力宾馆消防管道改造施工,,正式项目,141,四川保盛建设集团有限公司,3240001,消防设施,1,联营,,,,0,158,8c2098a4e9e945468ae9f2938cb308d1,,,,109795,16982986190380000
2b62b87ee1a04fcb862ba23ce0e72367,10763,德阳市旌阳区医养结合中心及精神病院区建设项目新增电缆及给排水管工程,,正式项目,1,四川保盛建设集团有限公司,10760001,专业分包,1,联营,,,,0,568,0bf0269781874415bcef94b4eafc641c,,,,109462,16982984878990001
2c2cf0230879448b8aa65a135baa1292,17726717658030000,上海二十冶西南公司四川省广汉市职业中专学校迁建项目土石方专业分包工程,,,1,四川保盛建设集团有限公司,10740001,土石方工程,1,联营,,,,1,,6366016a041f3e552320423d5f623f06,,,,261622,17730458558490000
2c8212fcec854602883cf1f1b88f9354,10529,中江县北塔南北干道至东二环道路二期工程,,正式项目,1,四川保盛建设集团有限公司,5960001,劳务工程,1,联营,,,,0,338,47844d8ae05540fb9873382d4a157591,,,,109659,16982985714760001
2cc4764ad05e4c5ebaeaf4d5a85c5cd7,16982906474840000,绵阳市游仙区魏城镇竹柳村（原柳塔村3组）通组道路硬化工程项目,,,1,四川保盛建设集团有限公司,430001,公路工程,0,联营,,,,0,,0f411e224c420499b4dac5a4336c09fd,,,,109353,16982978795010000
2cd51f2a8f064ef691347e5fee5d83fb,10315,剑阁2019年村道窄路加宽工程圈龙乡太吉村,,正式项目,141,四川保盛建设集团有限公司,400001,市政,1,联营,,,,0,154,2e5fb45dc66e4f2693f9a955364dabfc,,,,109797,16982986192570001
2cdca43cbcab4faf95cdbc99a09a1454,10561,罗江区2020年暴雨洪灾水毁后重建护岸覆土工程劳务（第二次）,,正式项目,1,四川保盛建设集团有限公司,5960001,劳务工程,1,联营,,,,0,369,d54d395577544866912d9dc909f10704,,,,109632,16982985677570001
2d0c8990b9944c60b5ea355035049c1b,10590,国网四川天府新区龙泉驿区供电公司柏合供电所,,正式项目,1,四川保盛建设集团有限公司,9920001,房建工程,1,联营,,,,0,398,7e84619ada84434bb6401f5034f22dfa,,,,109605,16982985643040001
2e22b1e9bd614b3a9b1abc3ac9cdc912,10637,东湖山水零星工程,,正式项目,1,四川保盛建设集团有限公司,10740001,土石方工程,1,联营,,,,0,445,cd073acb0def4ffabc869d6799d2e3e1,,,,,
2e82c7a28d2d4455a075564650a4caf9,10833,四川建筑职业技术学院德阳校区综合办公楼西侧会议室等维修改造项目,,正式项目,1,四川保盛建设集团有限公司,390001,房建工程,1,联营,,,,0,638,bbefe303598c456da25cf67f24eff8ce,,,,109406,16982984807900000
2e9c130a609342e28328c728d28b9eb7,10607,2015年市级农业综合开发土地治理项目工程,,正式项目,1,四川保盛建设集团有限公司,10730001,水利水电工程,1,联营,,,,0,415,c4d062afd80a4bcf997137336f26b888,,,,109588,16982985621480001
2ec0da21560a45959b90a77d12866c51,10630,巴中恩阳临港产业园建设项目-制造业组团项目1-8号厂房消防工程,,正式项目,1,四川保盛建设集团有限公司,10760001,专业分包,1,联营,,,,0,438,cc80f7861c5148288846e472893b7755,,,,109568,16982985596010001
2f3cdff1dafd40c4b92d3be23af67b52,16940742844520000,龙洲湾公交站场排水沟沟盖板维修,,正式项目,1,四川保盛建设集团有限公司,400001,市政工程,0,,,,,0,,58916a81e53a2e1760e964b26070a60f,,,,109367,16982984760400001
2f4e8d6faf9840918cd916598df3b526,10585,绵竹市南轩中学体育馆篮球场维修改造工程,,正式项目,1,四川保盛建设集团有限公司,9920001,房建工程,1,联营,,,,0,393,745b5d7bdaa54fb7aa37fff66d2e8a1e,,,,109609,16982985649140001
2f52db447c8f40c386caad3664fade2b,10769,德阳市人民医院门诊大楼装饰工程,,正式项目,1,四川保盛建设集团有限公司,9430001,装饰装修,1,联营,,,,0,574,71c9f9b57bd9401f855892cecf666e51,,,,109458,16982984874150001
2fc661b9f89343febe46538b446c07f5,10555,四川航天技术学院龙泉校区停车场维修项目,,正式项目,1,四川保盛建设集团有限公司,9920001,房建工程,1,联营,,,,0,363,667fb6d1c5194ae88c465f02c78a726f,,,,109637,16982985684140000
2fd504d1871e4b86a2ae42d8e1ed8810,10781,米易县南部新城市政道路及生态湿地公园PPP项目-绿化工程补充协议,,正式项目,1,四川保盛建设集团有限公司,10760001,专业分包,1,自营,,,,0,586,146154d60f20411ebc620b90ab1dddc8,,,,109447,16982984860710001
3021356f755143a8b18255091cc9c42b,10272,玖龙纸业（重庆）有限公司年产55万吨牛卡及瓦楞纸生产线配套湿式造纸联合厂房工程第三方整改（307.77667）,玖龙纸业厂房整改,正式项目,141,四川保盛建设集团有限公司,390001,房建,1,联营,,,,0,123,50431ac3020c459aaa2aed4846681d1b,,,,109835,16982986240220001
308f3a386994423093c36b6d02452501,10295,剑阁县2018年鹤龄镇村级公共服务项目,,正式项目,141,四川保盛建设集团有限公司,400001,市政,1,联营,,,,0,144,f3c28b33ac5345628f9208d0ae8914cb,,,,109813,16982986212880000
30f93b0db7b445d7afc04dbc99de3d65,10299,剑阁县公兴镇新生村风貌打造项目,,正式项目,141,四川保盛建设集团有限公司,400001,市政,1,联营,,,,0,147,f17ba7f5e69940acaf54166f767686a5,,,,109809,16982986207880001
31a7ff8889074872ba3fb0ffe36c48a3,17618157862300000,17中核二三中核城建德阿项目屋面光伏安装专业分包常规采购,,,1,四川保盛建设集团有限公司,460001,专业分包,1,联营,,,,1,,2a7bbbfc1cdd6b6b73ef27e9c8408efa,,,,,
32cdeb11726f42ec80dc90d7405ef8a3,10572,华西十二公司三分公司成都市成华区龙潭街道桂林村中小学项目保温采购,,正式项目,1,四川保盛建设集团有限公司,10760001,专业分包,1,联营,,,,0,380,f6daaef02b4e4f5abf8ca75ae4194d84,,,,109621,16982985663510001
332807dc401e4bc5802578da12fe8d98,17005347349040000,中国电信股份有限公司德阳分公司2023-2024年房屋零星维修服务,,,1,四川保盛建设集团有限公司,390001,房建工程,0,联营,,,,0,,e2b4a8ac556caedb3c7945661d93e688,,,,115135,17018337596220000
335e9c88d30c46f6bdd970a80d241b00,10392,剑阁县广播局会议室装修工程项目,,正式项目,1,四川保盛建设集团有限公司,420001,装修装饰,1,联营,,,,0,205,07adcb7340e0481fa0bc9133753dec02,,,,109755,16982986139910000
33ab9f94a9bb46ad94b52504ab8f807f,16925985998410000,天府*零星维修工程,,正式项目,1,四川保盛建设集团有限公司,450001,劳务工程,0,联营,德阳市旌阳区,"一、工程概况
1、工程名称：天府数谷规划展示区维修维护工程-零星维修工程
2、工程地点：德阳市旌阳区；
3、承包方式：包工（含所有劳务工种）、包机械、包材料，含管理费、利润、税金、风险等费用；
4、承包内容：零星维修工程施工作业，具体内容详见附件3.价格清单；
5、其他约定：保安全、保质量、包文明施工等 。
二、合同价款
1、本合同含税总价：¥18246.60元（大写：壹万捌仟贰佰肆拾陆元陆角整），其中不含税合同总价：¥ 16740.00元（大写：壹万陆仟柒佰肆拾元整）。税率 9 %，发票类型：增值税专用发票。
2、在本合同履行期间，当国家法定增值税税率发生变更的，甲、乙双方约定以合同不含税总价不变作为基准，调整增值税税额。
甲方付款时，如乙方不能提供符合税法规定的票据，甲方有权拒付",,0,,43b3b3474b2cb9956b40fac4ec6a3aa8,,,,,
33bf23a069304419a4c259caf04473a8,10535,南开两江中学学校宿舍改造工程,,正式项目,1,四川保盛建设集团有限公司,9430001,装饰装修,1,联营,,,,0,343,96c70a8a8e144cf5ae2ca238668165c3,,,,109656,16982985711170001
33ff927b2a7349f4a3ec8e8795db98ee,17629391131350000,绵阳市安州区2025年制种大县项目-生产机电设施建设工程,,,571,保盛绵阳分公司,390001,房建工程,1,联营,,,,1,,4ac84fc532231a3d7465389b6cdcf9fc,,,,,
35aa78045dea48e082cae3f783e952b6,17201666941210000,四川省广汉高封橡塑有限公司地上建(构)筑物附着物拆除工程及残值处置项目,,,1,四川保盛建设集团有限公司,390001,房建工程,0,联营,,,,0,,a4db672f27eaa4f841e146b40c4d5aab,,,,170024,17204098906510000
35d5e3007cae414ebdcf9b2dc65d84b4,10435,谢勤林工程（万兴项目）,,正式项目,1,四川保盛建设集团有限公司,3210001,市政工程,1,联营,,,,0,243,6a39709871a94a89966c3c5735eb77a5,,,,109729,16982985802420001
3621dc3c5f164603adc3ed0e9ac83aa0,17649028194520000,广州铁路运输检察分院、广州铁路运输检察院办案和专业技术用房工程项目室外园建工程及配套工程,,,1,四川保盛建设集团有限公司,400001,市政工程,1,联营,,,,1,,b02fa628d136f0966fdebfd71b49f209,,,,,
369f099d737d448aa55cd8f191da953b,10430,铜梁区二坪镇严家村二、三、五组公路工程,,正式项目,1,四川保盛建设集团有限公司,3220001,公路交通,1,联营,,,,0,238,3d79bc88aa2c44e794028307eb8735df,,,,109733,16982985807260000
36e5e7c783fb4fa5941a032db7afbd05,10490,邛崃市羊安工业园区天然气分布式能源项目综合楼外墙装修工程,,正式项目,1,四川保盛建设集团有限公司,420001,装修装饰,1,联营,,,,0,298,29a23ac5766b4edab77b89124ab0c4e7,,,,109696,16982985759920001
3713a6cc17f7489f8639d13701cb6376,10787,璧山区 2022 年广普镇丘陵山区高标准农田改造提升示范工程试点项目五标段,,正式项目,1,四川保盛建设集团有限公司,10730001,水利水电工程,1,联营,,,,0,592,bb8551c8d49e41d5b625b758e2621ced,,,,109441,16982984853520001
37a2903cc4f94a9194faedfa2148bb0e,10544,苍溪县2020年龙山镇金虎村12个村和龙山镇水娅村等12个村城乡建设用地增减挂钩项目,,正式项目,1,四川保盛建设集团有限公司,440001,水利工程,1,联营,,,,0,352,70266e8dd34e40908fa13d6e446a7798,,,,109647,16982985699920000
37c8dab219e04007af40a2ee780477bf,10854,莎车县低压电力设施改造项目施工第二标段,,正式项目,1,四川保盛建设集团有限公司,10890001,电力工程,0,联营,,,,0,659,3456c928674049a0b79459c497c537f3,,,,109386,16982984783370001
387477e67b134c0ba596acb49fccc62c,10558,雅安市汉源县文化体育和旅游局体育馆及文化馆维修工程采购项目,,正式项目,1,四川保盛建设集团有限公司,9430001,装饰装修,1,联营,,,,0,366,511d3a8715da4fed81cadf0f3e4197a1,,,,109634,16982985680390001
3874b7b8947c4d5295911523127a1f1e,10527,什邡市经济开发区横十七路,,正式项目,1,四川保盛建设集团有限公司,10120001,公路工程,1,联营,,,,0,336,f66f563f95d1426fa886d0f95e315066,,,,109661,16982985717100001
38a5b46f53294ed7bcd2ed60c2a8ab46,17708604334080000,广汉市城市更新天府旌城南片区城中村改造项目地基基础工程专业分包,,,1,四川保盛建设集团有限公司,460001,专业分包,1,联营,,,,1,,a9ffcaaf07573176127ea746ec5abec0,,,,261155,17723318716000000
38a935363c53402fa59ee99c9170f8de,17678417737930000,医院商业服务配套安装工程,,,1,四川保盛建设集团有限公司,390001,房建工程,1,联营,,,,1,,4a17523d6fe5ca233237cb6a5c15c0af,,,,258463,17691387961350000
38c01559277a45fb94bb9ed9f5786812,10458,成绵高速德阳收费站维修工程,,正式项目,1,四川保盛建设集团有限公司,3210001,市政工程,1,联营,,,,0,266,7dea93a5a92a474e89736a34cfde4894,,,,109715,16982985783820001
38f30547796a4f46886ca433be91fe6d,10669,宝峰山艺术大集项目,,正式项目,1,四川保盛建设集团有限公司,5960001,劳务工程,1,联营,,,,0,475,98a4dab55b6a44c0b7c054dd21d539a7,,,,109537,16982984975860001
39285206b95d44a08baa37c84a6324ed,17476258157880000,金螺湾及文德湖游乐设备维修与更换,,,1,四川保盛建设集团有限公司,400001,市政工程,1,联营,,,,1,,f8e52ad7b543631737a88a34640a894f,,,,214322,17493534528810001
39a156d94025490fbd873db0c05f3d37,10358,中国移动四川分公司绵阳片区2018-2020年渠道零星维修项目（标包2）,,正式项目,141,四川保盛建设集团有限公司,420001,装修装饰,1,联营,,,,0,188,1ee63b65d0b245c2866e8b57873b9b53,,,,109765,16982986152720001
39b007f2fcac4bcabaed31c907846e8b,10660,德阳市旌阳区东湖-和新（崴和路）道路改建工程二标段,,正式项目,1,四川保盛建设集团有限公司,10120001,公路工程,1,自营,,,,0,466,82458ee3520e48f89249109fe6c4eb0e,,,,109544,16982984984300001
39fd0175180d446094aec581afd6d558,17378548355950000,西昌市西部城区B2-05地块房地产开发项目泛光照明,,,1,四川保盛建设集团有限公司,10890001,电力工程,0,联营,,,,1,,03d5b28cea698956595ff458ffce02d1,,,,200132,17401246904220000
3a08110abc76473aa8180fc16f9395b7,17308762306310000,旌阳区综合管廊项目钱塘江路段支护及防水工程二标,,,1,四川保盛建设集团有限公司,440001,水利工程,0,联营,,,,0,,0960f96055767f6c0e874b315a156f06,,,,188212,17310569319900001
3a2e0ff623244bde8579b35b0c53afad,10604,龙泉驿区第六中学校维修改造工程,,正式项目,1,四川保盛建设集团有限公司,9920001,房建工程,1,联营,,,,0,412,8982ee9d933b4d7c8a6b80fad39daecd,,,,109591,16982985625070001
3a74f431115c4b7ba18453ff63ba3053,10619,广清城际轨道交通项目（花都段）安置区工程(狮岭镇军田安置区一期工程）园林园建专业分包工程,,正式项目,1,四川保盛建设集团有限公司,10760001,专业分包,1,联营,,,,0,427,4b0b681e72bb47ee9c506d802cbd4362,,,,109578,16982985608510001
3adb3048f736424e8d5ebd782afd9da0,10822,米易东站屋顶花园项目,,正式项目,1,四川保盛建设集团有限公司,420001,装修装饰,1,联营,,,,0,627,4e660f2fe95a47ac84260f8edf5d6a6b,,,,109414,16982984820400001
3ae7963b49614ce8ba4c2066b4134452,10815,生态岛智能智造成果转化空间工程钢结构专业分包,,正式项目,1,四川保盛建设集团有限公司,410001,钢结构工程,1,联营,,,,0,620,af1745759f0e42b5928560179b744e0d,,,,109419,16982984826960000
3af445162bf648d5908818cb37d4e006,10699,国道G105线中山沙朗至古鹤段改建工程及市政配套工程堆料场场地处理,,正式项目,1,四川保盛建设集团有限公司,3210001,市政工程,1,自营,,,,0,504,74fe36c9be7a4264ab1f9e495ce2fd89,,,,109513,16982984942430001
3bad15a1318247b5b6c8250d31dff07f,17478837906480000,绵阳市安州区雎水镇皇帽村2024年河堤护岸水毁修复工程,,,571,保盛绵阳分公司,440001,水利工程,1,联营,,,,1,,4c7398960163725163ad817215afb1d5,,,,214544,17497114048970000
3c67d2421ff24496a410fde08278dcda,10513,通江大道石塔立交北侧下穿通道工程,,正式项目,1,四川保盛建设集团有限公司,3210001,市政工程,1,联营,,,,0,322,1e0485b4d0054226a3958cde2e35f9a5,,,,109673,16982985731790000
3ce020ce08294f8dbdb7c86f5d9ba50a,10273,德阳市泰山路（金沙江路-新收费站）提档升级改造工程,泰山路提档,正式项目,141,四川保盛建设集团有限公司,400001,市政,1,联营,,,,0,124,2b4cb911251c409b9d26cc1b1da12086,,,,109834,16982986238820001
3ce2dcf5527242848ef633aa08088b48,10395,“三供一业“院落自来水管网改造工程,,正式项目,1,四川保盛建设集团有限公司,3210001,市政工程,1,联营,,,,0,208,b00e6ff7b7784e09a701e69eaceccc93,,,,109753,16982985833040001
3d9adf1f35c648e182d821f1fd826589,16956351065780000,德阳高新区万福棚改二期大门改造工程机电安装专业分包,,,1,四川保盛建设集团有限公司,79127e5bca65415996d5e3c35aefef3c,机电工程,0,联营,,,,0,,1adf94b7a8c42fd7b6c7a14dc4c349f4,,,,109364,16982984756800000
3ddb4ef7f09a4280b7ef904a6f6e5275,10425,简乃华工程（八角卫生院项目）,,正式项目,1,四川保盛建设集团有限公司,390001,房建,1,联营,,,,0,233,3caac4d2fcd04adeafae2c69d3ac2786,,,,109736,16982985811320000
3ddc904f2c7b43d283abbfa56acf1c43,10264,会理县2017年国家农业综合开发土地治理结余资金建设项目,,正式项目,141,四川保盛建设集团有限公司,3220001,公路交通,1,联营,,,,0,117,1de16a40bb42425791c35a5827a913de,,,,109843,16982986250690000
3e1ee921c69441e4abd84185189267dc,10526,安广公司工程,,正式项目,1,四川保盛建设集团有限公司,10220001,安广公司工程,1,联营,,,,0,335,7fbee88aba8648ffa2c6ae273798ce4d,,,,,
3f40674fb14b4bcd9225f37b21e5c2d3,17262994132380000,德阳市中心城区穿城堰、丁家堰、干河子、胜利堰四条黑臭水体整治工程-劳务分包（第一批）胜利堰二标段,,,1,四川保盛建设集团有限公司,450001,劳务工程,0,联营,,,,0,,fb53dbef86fb4cfa2522bc50796f3776,,,,179949,17268181869350000
3ffba2d0c30c466d8e835e1e5b73c165,10297,剑阁县圈龙乡新桥村文化室,,正式项目,141,四川保盛建设集团有限公司,420001,装修装饰,1,联营,,,,0,146,49ff0be8da854d2c99513dd7211784b3,,,,109811,16982986210380001
401b1e7a1b11498e92e74070e4b7fbb7,17138637898070000,杰阳排水有限公司采购零星修缮服务,,,1,四川保盛建设集团有限公司,400001,市政工程,1,联营,,,,1,,e3db48c379526465ca14af2ed4fea90e,,,,163408,17155805980180000
4084a60acdd3440bb5503c043ea20f8f,10547,德阳万达小贰楼项目土方开挖工程,,正式项目,1,四川保盛建设集团有限公司,10740001,土石方工程,1,联营,,,,0,355,b5816deb0ece401fab6ab296996aaae8,,,,,
409e165a85264d6c9e22085d02dcd09a,10488,布拖县2016年—2019年安全住房地质隐患应急抢险项目建设工程（火烈乡）,,正式项目,1,四川保盛建设集团有限公司,3210001,市政工程,1,联营,,,,0,296,b97806c730724697a34932a58beaab55,,,,109698,16982985762420001
410aacffed5d4eec9736cdf5395bb301,16986358505070000,德阳市中心城区照明改造工程-千山街国土局路段等5处10KV配电工程,,,1,四川保盛建设集团有限公司,10890001,电力工程,0,联营,,,,0,,06ba780670e70a51a9f2d08539b793ca,,,,,
412983e6b51f4ee294e20096b18c608d,10740,渝北区龙泉水库大坝公路西侧人行便道扶助工程,,正式项目,1,四川保盛建设集团有限公司,10730001,水利水电工程,1,联营,,,,0,545,30b0569006d346a387ffb1bfc5a0d008,,,,109483,16982984905240001
417d8d223a784630877b006d8067e142,10644,岳普湖县2020年棚户区改造安置小区建设项目一标段,,正式项目,1,四川保盛建设集团有限公司,5960001,劳务工程,1,联营,,,,0,452,0d21be4ae06c4aea96b58e47f74a0cad,,,,109557,16982985582890001
41aca2a81e6c4a9bb7ed5f31a3c42b7b,16966406990390000,李家沱战场入口地面修复工程,,,1,四川保盛建设集团有限公司,400001,市政工程,0,联营,,,,0,,7289291ea8a68cd74eae026fd3a87fe3,,,,109361,16982984753050001
422cc4f78b52472eb1b71ad9ff9200c5,17248331505900000,疏勒县第二幼儿园消防改造项目,,,565,保盛新疆分公司,11260001,消防工程,0,联营,,,,0,,51698110ea43be7116759cdb51a58aa5,,,,178742,17248331578710000
4286c6fbba3849cfb7511f2328f88115,17308762086470000,旌阳区综合管廊项目钱塘江路段支护及防水工程一标,,,1,四川保盛建设集团有限公司,440001,水利工程,0,联营,,,,0,,0a58a3d02ff935e08417249b331d8857,,,,188213,17310569324900000
42bdd94db1f945cf9f7d6d328bd15859,10677,德阳市自来水公司给水管道维修工程2022,,正式项目,1,四川保盛建设集团有限公司,5960001,劳务工程,1,联营,,,,0,483,70e98da5ae2a42d8a6525be2bec6a2b3,,,,,
432bb7a6a36e4ec38819ec2a5f1e0bff,10382,2018年省级农业综合开发现代农业产业带罗江区3500亩柑橘种植基地改扩建项目,,正式项目,141,四川保盛建设集团有限公司,3310001,水利工程,1,联营,,,,0,197,7b52fc6c059b444a935b4e4b2d471c3d,,,,109763,16982986150220001
43e058a2dd5943058742f938cc67e10e,17155806581590000,喀什西克尔水库架空线路和配电工程专业分包,,,565,保盛新疆分公司,79127e5bca65415996d5e3c35aefef3c,机电工程,0,联营,,,,0,,bc9d7ef9a33182ab416291334e5a17fa,,,,163409,17155809971120000
44169b333e24436aa3592d06b9d2a0c3,10847,四川省区域应急救援雅安基地项目综合业务大楼外墙铝格栅专业分包工程,,正式项目,1,四川保盛建设集团有限公司,460001,专业分包,0,自营,,,,0,652,6495ca490d1a461d9c6753e86a0da67d,,,,109393,16982984792120000
44a080a6bc8748249e2bf6b80e78ed62,17309465076470000,智慧之心项目3#楼及3#楼裙楼泡沫混凝土工程,,,1,四川保盛建设集团有限公司,460001,专业分包,0,自营,,,,0,,d5a24d94f458b85c7a9234aa5e106e4b,,,,188210,17310569317090000
4550afe95e6749fd9dfcb7a7706464ee,17061749737690000,2023年渝中区绿管处冬季行道树修剪,,,570,保盛重庆分公司,400001,市政工程,1,联营,,,,0,,e9ee7823e4acace620dacabd3cf2758f,,,,139651,17065045385590000
4599a87b64d84b98ba596dee410c0ace,10345,中国移动四川分公司雅安片区2018-2020年渠道零星维修项目（标包15）,,正式项目,141,四川保盛建设集团有限公司,420001,装修装饰,1,联营,,,,0,184,c8c4da1ee1e14411a2a09c79b198f2c3,,,,109774,16982986163660001
45cbbe788bee4d1eb75ce24a99344dc7,10623,拉萨市柳梧新区管网改造,,正式项目,1,四川保盛建设集团有限公司,3210001,市政工程,1,联营,,,,0,431,5c046cc2360e472b9c95a1724ab05b62,,,,109574,16982985603510001
45d84b461f8a4be491fda41b4a6c5d13,16977705108110000,五里坪站场发停车区域调整综合改造工程,,,570,保盛重庆分公司,400001,市政工程,0,联营,,,,0,,4af829b8157850aec1bb53460850b736,,,,109356,16982981715120000
462accb179fa48fa936ec1384f15cdc9,10429,长江西路北侧（泰山路-华山路）机非隔离带拆除维修工程,,正式项目,1,四川保盛建设集团有限公司,400001,市政,1,联营,,,,0,237,dcf1da3d0cdc4f9abfd0806bedd792e5,,,,109734,16982985808350001
4634958cd5bc4cf8a096f5771b235fe2,10761,重庆机场集团有限公司李俭锋零星综合项目,,正式项目,1,四川保盛建设集团有限公司,420001,装修装饰,1,联营,,,,0,566,5c46ade323224efdb88a6df6a4cb316c,,,,109464,16982984881490001
4634f972dcbe42ed88343d4e9e994daf,10502,“首府花雨树”，“第一生活宿舍区”、“天湖银杏苑”给水工程,,正式项目,1,四川保盛建设集团有限公司,5960001,劳务工程,1,联营,,,,0,311,7580d55ced96406fbfa96ca5611a4167,,,,109684,16982985745540000
466147b763814ec5811faa81275d1081,17204099171670000,绵阳市涪城区教工幼儿园维修装饰工程,,,1,四川保盛建设集团有限公司,420001,装修装饰,1,联营,,,,0,,cf66e6b0c01511d44ce35f1ffb6d8e2d,,,,170025,17204099226670000
46792322bab04858b17a5b9e3345cf5d,17271688829970000,广汉市连山镇农村集体经济融合发展示范项目——广汉市连山镇农产品展示展销中心（二期）劳务分包工程,,,1,四川保盛建设集团有限公司,390001,房建工程,0,联营,,,,0,,dc90ba692e5a12c82517183cd8a00621,,,,181028,17286088249970000
4693df15d594434c95aa9a3304b3a058,10519,高坪区2020年中央财政高标准农田建设项目（老君东观片区）标段,,正式项目,1,四川保盛建设集团有限公司,3310001,水利工程,1,联营,,,,0,328,07f115d7aa284228aaa7fda1acf7b1d0,,,,109668,16982985725540001
46b7613b1b2c4a6e918815ee5b8e5969,10439,金阳县青松乡中坪村至白银厂村连接路工程,,正式项目,1,四川保盛建设集团有限公司,3220001,公路交通,1,联营,,,,0,247,a6d0ba1da56a43de9064d8202c61ce32,,,,109726,16982985797880001
47134879c069447c8eb6730a33939c9c,17054531155790000,临空经济总部大楼A栋9层装修装饰工程,,,570,保盛重庆分公司,420001,装修装饰,1,联营,,,,0,,af57b2ef38597342a9d6656d1dae071e,,,,139654,17065045391220001
47450def75994d9899db7eef50f5c0f0,17253526001160000,渝北区双龙水库管理所2024年水库维修养护工程,,,570,保盛重庆分公司,440001,水利工程,1,联营,,,,0,,b01c6756e804be13d88282a5e522efba,,,,179054,17253526208810000
